Metric,Data Size,Standard Deviation
encrypt_time,5646.0,6.9141387939453125e-06
encrypt_time,5713.0,0.0
encrypt_time,5692.0,0.0
encrypt_time,5632.0,2.3662368346785554e-06
encrypt_time,5652.0,1.038573758844781e-05
encrypt_time,5678.0,4.76837158203125e-06
encrypt_time,5618.0,4.966894783019938e-06
encrypt_time,5504.0,4.906095930821221e-06
encrypt_time,5422.0,0.0
encrypt_time,5399.0,1.1920928955078125e-07
encrypt_time,5431.0,4.76837158203125e-07
encrypt_time,5697.0,4.76837158203125e-07
encrypt_time,5708.0,0.0
encrypt_time,5640.0,9.953083352392523e-06
encrypt_time,5682.0,0.0
encrypt_time,5420.0,2.384185791015625e-07
encrypt_time,5641.0,0.0
encrypt_time,5711.0,0.0
encrypt_time,5669.0,9.679389761419342e-06
encrypt_time,5648.0,1.9073486328125e-06
encrypt_time,5718.0,0.0
encrypt_time,5684.0,1.0728836059570312e-06
encrypt_time,5698.0,0.0
encrypt_time,5655.0,3.0994415283203125e-06
encrypt_time,5663.0,1.4740019632173703e-06
encrypt_time,5688.0,0.0
encrypt_time,5393.0,0.0
encrypt_time,5411.0,3.781438590167465e-06
encrypt_time,5426.0,0.0
encrypt_time,5414.0,0.0
encrypt_time,5385.0,0.0
encrypt_time,5391.0,0.0
encrypt_time,5403.0,3.899842626694138e-06
encrypt_time,5405.0,0.0
encrypt_time,5679.0,0.0
encrypt_time,5681.0,1.0013580322265625e-05
encrypt_time,5654.0,0.0
encrypt_time,5662.0,0.0
encrypt_time,5645.0,6.4373016357421875e-06
encrypt_time,5406.0,0.0
encrypt_time,5454.0,0.0
encrypt_time,5444.0,0.0
sign_time,4426.0,0.0
sign_time,64968.0,0.0
sign_time,48146.0,0.0
sign_time,4380.0,0.0
sign_time,9163.0,0.0
sign_time,66615.0,0.0
sign_time,17493.0,0.0
sign_time,3654.0,0.0
sign_time,4374.0,0.0
sign_time,20400.0,7.453622197146789e-05
sign_time,5499.0,0.00010882297604347839
sign_time,5466.0,0.00018895980078213875
sign_time,5413.0,9.143352508544922e-05
sign_time,5521.0,0.00014586241657603088
sign_time,5445.0,0.00017995647897557366
sign_time,5470.0,0.00012685933955502667
sign_time,5498.0,0.0001308140056093232
sign_time,5484.0,5.167902956528098e-05
sign_time,5448.0,0.0001264554732277853
sign_time,5497.0,0.00013209946375001058
sign_time,5441.0,0.0001852178839158575
sign_time,5588.0,7.336783532819774e-05
sign_time,5544.0,0.00013274884046260015
sign_time,5435.0,4.038550816279124e-05
sign_time,5562.0,0.00011294094944114724
sign_time,5595.0,0.00010022026144651194
sign_time,5442.0,8.554174507570865e-05
sign_time,5547.0,0.00010652150871920294
sign_time,5496.0,0.00010853021850479983
sign_time,5485.0,6.802176884303807e-05
sign_time,5560.0,0.00018925891620428156
sign_time,5572.0,9.586366735865644e-05
sign_time,5550.0,0.00016941562877930628
sign_time,5510.0,9.22999130712269e-05
sign_time,5555.0,0.00018869910839789002
sign_time,5529.0,0.00016384812847634517
sign_time,5577.0,0.00016532832785830318
sign_time,5606.0,0.0001460077355200595
sign_time,5556.0,6.116868372401014e-05
sign_time,5570.0,0.0001340875346258614
sign_time,5610.0,7.006542136233637e-05
sign_time,5524.0,0.00010527563892855318
sign_time,5512.0,0.0001398785814444004
sign_time,5503.0,0.00014204874299218728
sign_time,5534.0,9.525608344084509e-05
sign_time,5622.0,9.743131180647503e-05
sign_time,5602.0,9.780162157186912e-05
sign_time,5492.0,0.00011146546674868012
sign_time,5605.0,0.0001717764018711953
sign_time,5561.0,0.00011379740509405678
sign_time,5443.0,0.00012111860934478232
sign_time,5516.0,0.00011289965512139877
sign_time,5568.0,7.745828088934452e-05
sign_time,5508.0,0.00010334026803232405
sign_time,5479.0,0.00016206784916822687
sign_time,5589.0,0.00011857787440405703
sign_time,5611.0,9.815708754667758e-05
sign_time,5557.0,8.360616192011604e-05
sign_time,5540.0,0.000104613358607694
sign_time,5623.0,0.00011109911399330265
sign_time,5579.0,0.00011518382299293683
sign_time,5616.0,0.00012063873431480085
sign_time,5536.0,9.948722769305859e-05
sign_time,5552.0,8.356371322577846e-05
sign_time,5600.0,0.00019291399899846911
sign_time,5543.0,0.00010165293841979503
sign_time,5537.0,0.00013050419392072646
sign_time,5575.0,0.00016390791678700184
sign_time,5615.0,0.00013101975188367315
sign_time,5617.0,0.00016021046516748118
sign_time,5531.0,0.00011941225072409196
sign_time,5553.0,8.965063649873996e-05
sign_time,5574.0,9.301603484958103e-05
sign_time,5533.0,0.0001241943003260773
sign_time,5619.0,9.278789060946471e-05
sign_time,5594.0,0.0002470987738980409
sign_time,5591.0,9.205185676192824e-05
sign_time,5583.0,5.726150915589363e-05
sign_time,5643.0,0.00010859074788922036
sign_time,5526.0,0.00011166561353599303
sign_time,5581.0,0.00013138376924763618
sign_time,5528.0,0.00012683785969505148
sign_time,5554.0,8.34706438051886e-05
sign_time,5487.0,4.9211986963681816e-05
sign_time,5584.0,0.00011294062236420119
sign_time,5501.0,6.594926824485691e-05
sign_time,5477.0,0.0001189865615092388
sign_time,5507.0,0.00012126306309140011
sign_time,5519.0,9.433643529561607e-05
sign_time,5559.0,9.670706300367986e-05
sign_time,5505.0,0.0001617780577559798
sign_time,5488.0,5.753910905935509e-05
sign_time,5546.0,0.00011480775865930148
sign_time,5545.0,0.00011369527792250442
sign_time,5500.0,0.00012469011128508366
sign_time,5471.0,0.00011538361601113243
sign_time,5517.0,0.00011437821890341163
sign_time,5532.0,0.00016045415245090827
sign_time,5482.0,5.784008303507917e-05
sign_time,5590.0,0.00017601428215117382
sign_time,5599.0,0.000128314053918067
sign_time,5548.0,0.00010933388051045595
sign_time,5587.0,0.00011444793123372217
sign_time,5549.0,0.00010019715722666691
sign_time,5564.0,8.577581167230463e-05
sign_time,5580.0,9.33467683401546e-05
sign_time,5511.0,9.719051843457004e-05
sign_time,5558.0,0.00012684826303823647
sign_time,5612.0,0.00012957913229822094
sign_time,5571.0,9.870344120324194e-05
sign_time,5626.0,0.0001573016042860258
sign_time,5635.0,5.7603704980910946e-05
sign_time,5604.0,0.00018000227612502065
sign_time,5566.0,0.00012125529859482466
sign_time,5535.0,0.00016467015062183237
sign_time,5607.0,0.00019324927589829403
sign_time,5603.0,0.00012320882886248137
sign_time,5475.0,0.0001065380906170894
sign_time,5514.0,9.778498028853592e-05
sign_time,5541.0,0.00012975282415076024
sign_time,5569.0,0.0001295850995046881
sign_time,5525.0,0.0001260505012138019
sign_time,5523.0,0.0001273933914326294
sign_time,5486.0,8.606301759010992e-05
sign_time,5530.0,8.67067110154203e-05
sign_time,5434.0,0.00018780669746839724
sign_time,5551.0,0.00010729538908940674
sign_time,5427.0,4.516223127630081e-05
sign_time,5538.0,0.00011022739987005795
sign_time,5490.0,0.00012572639964395754
sign_time,5582.0,0.00010366944063978172
sign_time,5513.0,0.00017234921639255364
sign_time,5506.0,0.00010355504263015951
sign_time,5522.0,0.00012243682618753125
sign_time,5631.0,1.6737293688554307e-05
sign_time,5573.0,0.00013524055944760712
sign_time,5586.0,0.0001154116108756294
sign_time,5596.0,0.00010298291288256774
sign_time,5462.0,9.893346840887469e-05
sign_time,5601.0,6.074153039117233e-05
sign_time,5597.0,3.611748797787454e-05
sign_time,5621.0,0.00017055935029920683
sign_time,5567.0,0.00027552451065326753
sign_time,5563.0,0.00014801878935809734
sign_time,5598.0,0.00013849964893490824
sign_time,5565.0,0.00012816045186090505
sign_time,5613.0,8.857790956151164e-05
sign_time,5520.0,0.00012025949040808587
sign_time,5483.0,0.00011638303818426734
sign_time,5457.0,9.168843305829683e-05
sign_time,5474.0,0.00010556817156381398
sign_time,5472.0,5.818095283700304e-05
sign_time,5620.0,0.00011528614914238221
sign_time,5585.0,0.00023772563848712048
sign_time,5439.0,0.0
sign_time,5458.0,0.0001182010243863602
sign_time,5509.0,0.00012954098033435518
sign_time,5401.0,8.940696716308594e-06
